Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,47125,-62.427864,68,,,,,,
,,,,,47211,-63.242283,86,,,,,,
,,,,,47330,-55.74386,119,,,,,,
,,,,,47431,-61.740456,101,,,,,,
,,,,,47545,-114.69606,114,,,,,,
,,,,,47630,-96.4918,85,,,,,,
,,,,,47721,-64.07165,91,,,,,,
,,,,,47826,-78.76671,105,,,,,,
,,,,,47943,-118.45761,117,,,,,,
,,,,,48000,,,14.082854270935059,9.382944107055664,9.488658905029297,27.185026168823242,0.712,0.01
,,,,,48033,-37.78431,90,,,,,,
,,,,,48168,-88.64344,135,,,,,,
,,,,,48286,-86.02696,118,,,,,,
,,,,,48377,-138.06119,91,,,,,,
,,,,,48496,-75.47632,119,,,,,,
,,,,,48562,-87.379974,66,,,,,,
,,,,,48649,-105.33807,87,,,,,,
,,,,,48756,-129.41357,107,,,,,,
,,,,,48865,-155.82733,109,,,,,,
,,,,,48967,-100.96753,102,,,,,,
,,,,,49000,,,18.793155670166016,1.8848586082458496,1.9314370155334473,34.670162200927734,0.706,0.01
,,,,,49038,-70.89985,71,,,,,,
,,,,,49113,-59.146065,75,,,,,,
,,,,,49205,-89.412994,92,,,,,,
,,,,,49280,-75.35109,75,,,,,,
,,,,,49374,-61.876633,94,,,,,,
,,,,,49499,-81.64134,125,,,,,,
,,,,,49603,-101.85875,104,,,,,,
,,,,,49747,-77.01298,144,,,,,,
,,,,,49853,-106.37712,106,,,,,,
,,,,,49944,-89.07838,91,,,,,,
-76.10877,18.950129,-50.165348,-104.20221,1000.0,50000,,,23.87516975402832,0.47366929054260254,-1.2584900856018066,38.45280075073242,0.7,0.01
,,,,,50020,-88.35283,76,,,,,,
,,,,,50156,-44.32337,136,,,,,,
,,,,,50232,-41.95125,76,,,,,,
,,,,,50300,-75.20953,68,,,,,,
,,,,,50404,-38.803635,104,,,,,,
,,,,,50494,-80.00798,90,,,,,,
,,,,,50602,-79.31495,108,,,,,,
,,,,,50726,-61.12051,124,,,,,,
,,,,,50799,-73.963615,73,,,,,,
,,,,,50896,-89.793304,97,,,,,,
,,,,,51000,,,13.12630558013916,-4.652279853820801,-4.990461349487305,27.191450119018555,0.694,0.01
,,,,,51061,-43.237255,165,,,,,,
,,,,,51151,3.2043839,90,,,,,,
,,,,,51249,-58.621506,98,,,,,,
,,,,,51359,-33.419243,110,,,,,,
,,,,,51441,-89.50683,82,,,,,,
,,,,,51528,11.868912,87,,,,,,
,,,,,51621,-22.094322,93,,,,,,
,,,,,51719,-64.23571,98,,,,,,
,,,,,51846,-153.80821,127,,,,,,
,,,,,51931,-10.891647,85,,,,,,
,,,,,52000,,,40.79542541503906,1.2762200832366943,-0.3673586845397949,42.616294860839844,0.688,0.01
